0.186670	Pero
0.425841	Lily
0.863349	está
1.289190	tardando
1.913368	mucho
2.123372	en
2.356710	prepararse
3.634233	Sintiéndose
4.456748	frustrado
5.535934	Tomás
5.996776	se
6.154279	va
6.218447	afuera
6.638454	a
6.784290	buscar
7.245132	los
7.577638	baldes
8.079314	para
8.306818	las
8.680158	bayas
