0.144186	0.144186	Suspirando#ThoAnger
1.578036	1.578036	Tomás
2.050645	2.050645	levanta
2.563307	2.563307	el
2.707493	2.707493	bolso#bag
3.051937	3.051937	de
3.244185	3.244185	su
3.308268	3.308268	hermana
4.181394	4.181394	y
4.373642	4.373642	trata
4.694056	4.694056	de
4.942376	4.942376	no
5.134624	5.134624	pensar
5.711368	5.711368	en
5.927647	5.927647	los
6.111885	6.111885	aprietos
6.400257	6.400257	en
6.744701	6.744701	los
7.121187	7.121187	cuales
7.834106	7.834106	ella
8.202582	8.202582	se
8.458912	8.458912	podría
9.059687	9.059687	meter
