0.215092	Lily
0.769117	ramasse
1.420911	des
1.746807	petites
2.131366	noix,
2.952626	des
3.226379	fleurs
3.975942	et
4.275768	tout
4.471306	ce
4.686398	qui
4.992741	attire
5.207833	son
5.553283	attention
6.713477	jusqu'au
7.300091	moment
7.762865	où
8.082244	elle
8.310371	arrive
8.694930	sur
9.099042	la
9.327170	plage.
