speaker = narrator
0.137001	0.137001	She
0.374470	0.374470	runs
0.653039	0.653039	so
0.895075	0.895075	fast
1.602915	1.602915	she
1.817550	1.817550	doesn't
2.169187	2.169187	see
2.315322	2.315322	a
2.466023	2.466023	tree
2.698925	2.698925	root
2.950094	2.950094	sticking
3.374798	3.374798	up
3.616834	3.616834	from
3.776669	3.776669	the
3.950204	3.950204	ground
5.041647	5.041647	Lily
5.406984	5.406984	trips
5.708387	5.708387	and
6.000656	6.000656	tumbles
6.544095	6.544095	head
6.713063	6.713063	over
6.923132	6.923132	heels