0.184124	0.184124	Los
0.498668	0.498668	ojos
0.997337	0.997337	de
1.204476	1.204476	Lily
1.618754	1.618754	se
1.726160	1.726160	abren
2.339905	2.339905	como
2.685137	2.685137	platos
3.820567	3.820567	Nunca
4.257860	4.257860	había
4.817903	4.817903	probado
5.270541	5.270541	helado
5.899630	5.899630	de
6.053066	6.053066	bayas
6.559407	6.559407	jaboncillo
7.733195	7.733195	pero
8.070755	8.070755	Tomás
8.568800	8.568800	le
8.675624	8.675624	había
9.034247	9.034247	dicho
9.431022	9.431022	que
9.530215	9.530215	es
9.682821	9.682821	el
9.812535	9.812535	manjar
10.545042	10.545042	más
10.865514	10.865514	grande
11.536978	11.536978	del
11.788777	11.788777	mundo
