0.159599	0.159599	Tomás
0.568373	0.568373	encuentra
1.034336	1.034336	a
1.254516	1.254516	Lily
1.577106	1.577106	sobre
1.874093	1.874093	el
1.935539	1.935539	suelo
2.381020	2.381020	con
2.437345	2.437345	el
2.708730	2.708730	hombrecito
3.348790	3.348790	y
3.420476	3.420476	la
3.584331	3.584331	mujer
4.183427	4.183427	pequeña
5.053907	5.053907	que
5.099991	5.099991	le
5.156317	5.156317	están
5.637641	5.637641	poniendo
6.078002	6.078002	los
6.405712	6.405712	toques
6.743663	6.743663	finales
7.296675	7.296675	al
7.624385	7.624385	tobillo
