0.213920	Elue
0.367675	tobillo
0.895791	de
1.049546	Lily
1.430592	ya
1.564292	se
1.651197	encuentra
2.219423	mejor
3.034994	y
3.088474	le
3.175379	molesta
3.716865	más
4.131335	pensar
4.646081	que
4.866686	no
5.040496	podrá
5.475022	probar
5.869437	helado
6.364128	de
6.604788	bayas
7.106164	jaboncillo
