speaker = narrator
0.144905	0.144905	It's
0.338112	0.338112	too
0.568474	0.568474	late
0.798836	0.798836	to
0.914017	0.914017	get
1.036629	1.036629	started
1.939500	1.939500	and
2.128991	2.128991	he
2.262750	2.262750	knows
2.612009	2.612009	he
2.756914	2.756914	has
2.953836	2.953836	to
3.113603	3.113603	get
3.336534	3.336534	Lily
3.674647	3.674647	home
4.239405	4.239405	so
4.629534	4.629534	Kookum
4.930491	4.930491	can
5.093974	5.093974	look
5.272319	5.272319	at
5.417224	5.417224	her
5.491534	5.491534	ankle