0.103680	0.103680	El
0.201600	0.201600	hombre
0.737281	0.737281	pequeño
1.635843	1.635843	le
1.710723	1.710723	sonríe
2.442244	2.442244	una
2.828165	2.828165	sonrisa
3.553926	3.553926	desdentada
5.126409	5.126409	y
5.184009	5.184009	Lily
5.633290	5.633290	nota
5.950090	5.950090	que
6.163210	6.163210	tampoco
6.733451	6.733451	tiene
6.963852	6.963852	una
7.315212	7.315212	nariz#nose
