0.316761	0.316761	Tomás
0.749261	0.749261	y
0.834543	0.834543	Lily
1.437607	1.437607	prometen
1.991939	1.991939	que
2.046763	2.046763	lo
2.119862	2.119862	harán
3.088419	3.088419	Tan
3.301623	3.301623	pronto
3.654934	3.654934	Mooshum
4.355463	4.355463	y
4.495568	4.495568	Kookum
5.013351	5.013351	salen
5.933176	5.933176	Tomás
6.359585	6.359585	se
6.432683	6.432683	siente
6.804268	6.804268	ansioso
7.608354	7.608354	por
7.687544	7.687544	empezar
8.345432	8.345432	a
8.418531	8.418531	recoger
8.905855	8.905855	bayas
