0.234515	0.234515	Hello
0.297052	0.297052	my name
1.360185	1.360185	is
1.740619	1.740619	Bert
2.631775	2.631775	and
2.715158	2.715158	I like
3.126861	3.126861	jokes
3.767868	3.767868	si 
3.814770	3.814770	Sentence 1-3
4.429720	4.429720	el
4.711137	4.711137	helado
5.289607	5.289607	de
5.393835	5.393835	bayas
5.930613	5.930613	jaboncillo
