0.242460	Pire
0.615476	encore
1.762501	Mooshum
2.508532	et
2.732342	Kookum
3.534326	vont
3.925993	bientôt
4.532144	rentrer
5.082343	et
5.464684	ils
5.669843	vont
5.968256	s'inquiéter
6.751589	si
7.068653	Lily
7.497621	et
7.749407	Thomas
8.439487	ne
8.588693	sont
9.054963	pas
9.334725	à
9.511907	la
9.651788	maison
