0.359298	0.359298	Tan
0.651228	0.651228	pronto
1.025497	1.025497	salen
1.616842	1.616842	del
1.833918	1.833918	coche
2.702222	2.702222	Lily
3.173801	3.173801	deja
3.622924	3.622924	caer
3.869942	3.869942	su
4.131930	4.131930	bolso
4.596023	4.596023	para
4.917895	4.917895	que
4.992749	4.992749	lo
5.232281	5.232281	cargue
5.584094	5.584094	Tomás
6.916491	6.916491	Tomás
7.365614	7.365614	levanta
7.844678	7.844678	su
8.159064	8.159064	bolso
9.087251	9.087251	y
9.177076	9.177076	empieza
9.641170	9.641170	a
9.775906	9.775906	patear
10.210058	10.210058	el
10.359766	10.359766	bolso
10.808889	10.808889	de
10.928655	10.928655	Lily
11.198129	11.198129	hacia
11.662222	11.662222	la
11.841871	11.841871	casa
