0.181934	0.181934	Ellos
0.384860	0.384860	observan
1.161576	1.161576	mientras
1.903306	1.903306	Kookum
2.701015	2.701015	trabaja
3.204831	3.204831	la
3.337782	3.337782	masa
3.834601	3.834601	cuidadosamente
5.276075	5.276075	separa
5.863861	5.863861	un
6.017805	6.017805	trozo
6.430654	6.430654	pequeño
6.850501	6.850501	de
6.913478	6.913478	la
7.151391	7.151391	masa
7.893120	7.893120	y
7.949100	7.949100	lo
8.124036	8.124036	desliza
8.914748	8.914748	con
9.159658	9.159658	cuidado
9.565510	9.565510	en
9.670472	9.670472	el
9.873398	9.873398	aceite
10.433194	10.433194	caliente
