0.201600	0.201600	Kookum
0.969600	0.969600	sabe
1.267200	1.267200	que
1.584000	1.584000	las
1.689600	1.689600	cuentas
2.294400	2.294400	brillantes
2.812800	2.812800	de
3.004800	3.004800	los
3.312000	3.312000	mocasines
4.416000	4.416000	les
4.627200	4.627200	gustarán
5.356800	5.356800	mucho
5.625600	5.625600	a
5.769600	5.769600	las
5.971200	5.971200	Personas
6.460800	6.460800	Pequeñas
7.641600	7.641600	y
7.756800	7.756800	le
7.833600	7.833600	promete
8.457600	8.457600	a
8.544000	8.544000	Lily
9.004800	9.004800	que
9.148800	9.148800	la
9.273600	9.273600	ayudará
9.753600	9.753600	a
9.888000	9.888000	confeccionar
10.684800	10.684800	un
10.924800	10.924800	par
11.068800	11.068800	nuevo
11.942400	11.942400	para
12.086400	12.086400	la
12.249600	12.249600	muñeca
